id,title,isbn,page_count,publishing_date,form,publisher,language,author,illustrator,originally_published,genres,subject,awards,nominations,characters,description,sub_title
h2Y-PgAACAAJ,Harry Potter and the Chamber of Secrets,"9780439554893, 0439554896",341,1999,Hardcover,Scholastic Press,English,J. K. Rowling,Mary GrandPré,"July 2, 1998","Novel, Fantasy Fiction, Bildungsroman, High fantasy, Adventure fiction",,Nestlé Smarties Book Prize for 9 to 11 years,Guardian Children's Fiction Prize,"Harry Potter, Hermione Granger, Lord Voldemort, Professor Albus Dumbledore, Dobby, Ron Weasley, Ginny Weasley, Rubeus Hagrid, Gilderoy Lockhart, Draco Malfoy, Moaning Myrtle, Professor Severus Snape, Lucius Malfoy, Minerva McGonagall, Vernon Dursley, Charlie Weasley, Arthur Weasley, Neville Longbottom, Argus Filch, Nearly Headless Nick, Percy Weasley, Molly Weasley, Sorting Hat, Dudley Dursley, Mrs. Norris, Cornelius Fudge, Colin Creevey, Petunia Evans Dursley, Lily Potter, Peeves, Armando Dippet, Justin Finch-Fletchley, Pomona Sprout, Fred Weasley, Ernie Macmillan, Penelope Clearwater, James Potter, Bill Weasley, Professor Filius Flitwick, Oliver Wood, Lavender Brown, Dean Thomas, Seamus Finnigan, George Weasley, Katie Bell, Hannah Abbott, Susan Bones, Vincent Crabbe, Rolanda Hooch, Angelina Johnson","When the Chamber of Secrets is opened again at the Hogwarts School for Witchcraft and Wizardry, second-year student Harry Potter finds himself in danger from a dark power that has once more been released on the school.",
FBXRzgEACAAJ,Harry Potter and the Prisoner of Azkaban,"9780439655484, 043965548X",560,May 2004,Trade paperback,Arthur A. Levine Books,English,J. K. Rowling,Mary GrandPré,"July 8, 1999","Novel, Fantasy Fiction",,"Locus Award for Best Fantasy Novel, Nestlé Smarties Book Prize for 9 to 11 years","Carnegie Medal for Writing, Hugo Award for Best Novel, Locus Award for Best Fantasy Novel, Guardian Children's Fiction Prize, Mythopoeic Fantasy Award for Children's Literature","Harry Potter, Hermione Granger, Sirius Black, more","The third book in J.K. Rowling's bestselling series comes to the silver screen in a Warner Bros. feature opening June 4, 2004. Emma Thompson, Gary Oldman, and Michael Gambon join the cast for this installment, which is directed by Alfonso Cuaron (""Y Tu Mama Tambien"").",
DAAAAAAACAAJ,Harry Potter,"9780439682589, 0439682584","2,000",October 2004,Trade paperback,Scholastic (Us),English,J. K. Rowling,,,,,,,,,"5 Years of Magic, Adventure, and Mystery at Hogwarts"
LH5C9q83T6wC,7,"9780976540601, 0976540606",152,2005,Paperback,Nimble Books LLC,English,W. Frederick Zimmerman,,December 2005,,"Children's stories, English, Fantasy fiction, English, Fiction / Fantasy / General, Magic in literature, Wizards in literature",,,,"Through the magic of print-on-demand technology, this ""nimble"" guide to the work of best-selling author J. K. Rowling provides the latest news about the author and her works, updated whenever there are significant developments. Unlike a conventional book, for which editions are printed in quantity every couple of years, this ""living book"" goes through frequent ""mini-editions"" and is printed fresh whenever customers place an order. Purchasers are entitled to free PDF updates! An entirely new section of analysis with more than 75 new pages will be added shortly after the release of ""Harry Potter and the Half-Blood Prince"" on July 16, 2005.","Unauthorized Harry Potter Book Seven News ; ""Half-blood Prince"" Analysis and Speculation"
62CEzQEACAAJ,Harry Potter and the Prisoner of Azkaban,,435,1999,,Arthur A. Levine Books,English,J. K. Rowling,Mary GrandPré,"July 8, 1999","Novel, Fantasy Fiction",,"Locus Award for Best Fantasy Novel, Nestlé Smarties Book Prize for 9 to 11 years","Carnegie Medal for Writing, Hugo Award for Best Novel, Locus Award for Best Fantasy Novel, Guardian Children's Fiction Prize, Mythopoeic Fantasy Award for Children's Literature","Harry Potter, Hermione Granger, Sirius Black, more","""During his third year at Hogwarts School for Witchcraft and Wizardry, Harry Potter must confront the devious and dangerous wizard responsible for his parents' deaths""--Title page verso.",
joXgAAAAMAAJ,The Ultimate Hitchhiker's Guide,"9780517226957, 0517226952",815,"November 1, 2005",Hardcover,Gramercy Books,English,Douglas Adams,,"January 17, 1996","Science fiction, Humor","Dent, Arthur (Fictitious character) -- Fiction, Humorous stories, English, Prefect, Ford (Fictitious character) -- Fiction, Science fiction, English, Humorous stories, Science fiction",,,,"This outrageous volume contains six zany, out-of-this-world adventure stories by this incomparable novelist. From the very first to the very latest-- all best sellers-- includes The Hitchhiker's Guide to the Galaxy; The Restaurant at the End of the Universe; Life, the Universe and Everything, So Long and Thanks for all the Fish; Young Zaphod Plays it Safe; and Mostly Harmless. 768 pages.",Five Complete Novels and One Story
4m0Qj9xKksYC,The Ultimate Hitchhiker's Guide to the Galaxy,"9780345453747, 0345453743",815,"April 30, 2002",Trade paperback,Random House Worlds,English,Douglas Adams,,"January 17, 1996","Science fiction, Humor","Fiction / Humorous / General, Fiction / Science Fiction / Action & Adventure, Fiction / Science Fiction / Space Opera, Dent, Arthur (Fictitious character) -- Fiction, Humorous stories, Humorous stories, English, Interplanetary voyages -- Fiction, Interstellar travel -- Fiction, Prefect, Ford (Fictitious character) -- Fiction, Science fiction, Science fiction, English",,,,"In one complete volume, here are the five classic novels from Douglas Adams’s beloved Hitchhiker series.

Now celebrating the pivotal 42nd anniversary of The Hitchhiker’s Guide to the Galaxy, soon to be a Hulu original series!

The Hitchhiker’s Guide to the Galaxy (Nominated as one of America’s best-loved novels by PBS’s The Great American Read)
Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space.

The Restaurant at the End of the Universe
The moment before annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the co...",
yyxXzQEACAAJ,The Hitchhiker's Guide to the Galaxy,"9781563892714, 1563892715",133,1979,,Ballantine Books,English,Douglas Adams,Steve Leialoha,,"Comics, Graphic novel","Humorous stories, Science fiction comic books, strips, etc",,,,,The Authorized Collection
oL1lAAAAMAAJ,The Ultimate Hitchhiker's Guide,"9780517149256, 0517149257",815,1996,Hardcover,Wings Books,English,Douglas Adams,,"January 17, 1996","Science fiction, Humor","Dent, Arthur (Fictitious character) -- Fiction, Humorous stories, Humorous stories, English, Interplanetary voyages -- Fiction, Interstellar travel -- Fiction, Prefect, Ford (Fictitious character) -- Fiction, Science fiction, Science fiction, English, Dent, Arthur (Fictitious character) -- Fiction. Humorous stories, English. Science fiction, English",,,,"This outrageous volume contains six zany, out-of-this-world adventure stories by this incomparable novelist. From the very first to the very latest—all best sellers—includesThe Hitchhiker's Guide to the Galaxy; The Restaurant at the End of the Universe; Life, the Universe and Everything, So Long and Thanks for all the Fish; Young Zaphod Plays it Safe;andMostly Harmless. 768 pages.",
YjAnfhsAQ8wC,A Short History of Nearly Everything,"9780767908184, 076790818X",544,"September 14, 2004",Paperback,Crown,English,Bill Bryson,,"February 4, 2003","Popular science, Non-fiction","History / World, Science / Essays, Science / Natural History, Science, Science -- Popular works, Large type books, Popular works",,Baillie Gifford Prize,,"One of the world’s most beloved writers and New York Times bestselling author of A Walk in the Woods and The Body takes his ultimate journey—into the most intriguing and intractable questions that science seeks to answer.

In A Walk in the Woods, Bill Bryson trekked the Appalachian Trail—well, most of it. In A Sunburned Country, he confronted some of the most lethal wildlife Australia has to offer. Now, in his biggest book, he confronts his greatest challenge: to understand—and, if possible, answer—the oldest, biggest questions we have posed about the universe and ourselves. Taking as territory everything from the Big Bang to the rise of civilization, Bryson seeks to understand how we got from there being nothing at all to there being us. To that end, he has attached himsel...",
yfSOEAAAQBAJ,Bill Bryson's African Diary,"9780767915069, 0767915062",49,"December 3, 2002",Hardcover,Crown,English,Bill Bryson,,"November 26, 2002",,"Biography & Autobiography / Personal Memoirs, Travel / Africa / East / Kenya, Travel / Essays & Travelogues, History / Africa / General, Kenya -- Description and travel, Travel / Africa / General",,,,"From the author of A Short History of Nearly Everything and The Body comes a travel diary documenting a visit to Kenya. All royalties and profits go to CARE International.
 
In the early fall of 2002, famed travel writer Bill Bryson journeyed to Kenya at the invitation of CARE International, the charity dedicated to working with local communities to eradicate poverty around the world. He arrived with a set of mental images of Africa gleaned from television broadcasts of low-budget Jungle Jim movies in his Iowa childhood and a single viewing of the film version of Out of Africa. (Also with some worries about tropical diseases, insects, and large predators.) But the vibrant reality of Kenya and its people took over the second he deplaned in Nairobi, and this diary records B...",
nRduHUeIzvAC,Bryson's Dictionary of Troublesome Words,"9780767910439, 0767910435",256,"September 14, 2004",Paperback,Crown,English,Bill Bryson,,1984,,"Language Arts & Disciplines / Spelling & Vocabulary, Reference / Dictionaries, Reference / Word Lists, English language -- Dictionaries -- Usage, English language -- Usage -- Dictionaries, Language and languages",,,,"One of the English language’s most skilled and beloved writers guides us all toward precise, mistake-free grammar.

As usual Bill Bryson says it best: “English is a dazzlingly idiosyncratic tongue, full of quirks and irregularities that often seem willfully at odds with logic and common sense. This is a language where ‘cleave’ can mean to cut in half or to hold two halves together; where the simple word ‘set’ has 126 different meanings as a verb, 58 as a noun, and 10 as a participial adjective; where if you can run fast you are moving swiftly, but if you are stuck fast you are not moving at all; [and] where ‘colonel,’ ‘freight,’ ‘once,’ and ‘ache’ are strikingly at odds with their spellings.” As a copy editor for the London Times in the early 1980s, Bill Bryson felt keenly the...",A Writer's Guide to Getting It Right
7ZELqUsksIwC,In a sunburned country,"9780767903868, 0767903862",335,"May 15, 2001",Paperback,Crown,English,Bill Bryson,,"June 6, 2000",,"Biography & Autobiography / Personal Memoirs, Humor / Form / Essays, Travel / Australia & Oceania, Australia -- Description and travel, Travel / Essays & Travelogues, True Crime / Con Artists, Hoaxes & Deceptions, Australia -- Description and travel -- Social life and customs, Autobiographies",,,,"Every time Bill Bryson walks out the door, memorable travel literature threatens to break out. This time in Australia.

His previous excursion along the Appalachian Trail resulted in the sublime national bestseller A Walk in the Woods. In A Sunburned Country is his report on what he found in an entirely different place: Australia, the country that doubles as a continent, and a place with the friendliest inhabitants, the hottest, driest weather, and the most peculiar and lethal wildlife to be found on the planet. The result is a deliciously funny, fact-filled, and adventurous performance by a writer who combines humor, wonder, and unflagging curiousity.

Despite the fact that Australia harbors more things that can kill you in extremely nasty ways than anywhere else, inclu...",
xb4wSmJLnhAC,I'm a Stranger Here Myself,"9780767903820, 076790382X",304,"June 6, 2000",Paperback,Crown,English,Bill Bryson,,"November 5, 1998","Humor, Travel literature, Autobiography, Memoir","Biography & Autobiography / Personal Memoirs, Humor / Form / Essays, Travel / Essays & Travelogues, Biography & Autobiography / Literary Figures, History / United States / 20th Century, United States -- Anecdotes -- Description and travel -- Social life and customs -- 1971-, United States -- Description and travel -- Anecdotes -- Social life and customs -- 1971-, United States -- Anecdotes -- Description and travel",,,,"A classic from the New York Times bestselling author of A Walk in the Woods and The Body.

After living in Britain for two decades, Bill Bryson recently moved back to the United States with his English wife and four children (he had read somewhere that nearly 3 million Americans believed they had been abducted by aliens—as he later put it, ""it was clear my people needed me""). They were greeted by a new and improved America that boasts microwave pancakes, twenty-four-hour dental-floss hotlines, and the staunch conviction that ice is not a luxury item.

Delivering the brilliant comic musings that are a Bryson hallmark, I'm a Stranger Here Myself recounts his sometimes disconcerting reunion with the land of his birth. The result is a book filled with hysterical scenes of one man's attempt to reacquaint himself with his own country, but it is also an extended if at times bemused love letter to the homeland he has returned to after twenty years away.",Notes on Returning to America After 20 Years Away
3139wFo58H4C,The Lost Continent,"9780060920081, 0060920084",314,"August 3, 1990",Paperback,HarperCollins,English,Bill Bryson,,August 1989,,"Humor / Form / Essays, Travel / Essays & Travelogues, Travel / United States / General, Cities and towns -- United States, Cities and towns -- United States -- Humor, United States -- Description and travel -- Social life and customs, United States -- Description and travel -- Social life and customs -- 1971-, United States -- Social life and customs -- 1971- -- Description and travel -- Humor, DESCRIPTION AND TRAVEL -- 1981- -- United StateS., United States -- Description and travel -- Cities and Towns -- -United States -- Bryson, Bill -- Travel -- 1971 -- Social life and customs",,,,"""The kind of book Steinbeck might have written if he'd traveled with David Letterman."" --New York magazine
An inspiring and hilarious account of one man's rediscovery of America and his search for the perfect small town.
Following an urge to rediscover his youth, Bill Bryson left his native Des Moines, Iowa, in a journey that would take him across 38 states. Lucky for us, he brought a notebook. With a razor wit and a kind heart, Bryson serves up a colorful tale of boredom, kitsch, and beauty when you least expect it. From Times Square to the Mississippi River to Williamsburg, Virginia, Bryson's keen and hilarious search for the perfect American small town is a journey straight into the heart and soul of America.",Travels in Small Town America
SCY034COjXkC,Neither Here Nor There:,"9780380713806, 0380713802",254,1999,Paperback,HarperCollins,English,Bill Bryson,,1991,"Travel literature, Humor","Humor / Form / Essays, Humor / Topic / Travel, Travel / Essays & Travelogues, Europe -- Description and travel, Travel / Europe / Western",,,,"Like many of his generation, Bill Bryson backpacked across Europe in the early seventies -- in search of enlightenment, beer, and women. Twenty years later he decided to retrace the journey he undertook in the halcyon days of his youth. The result is Neither Here Nor There, an affectionate and riotously funny pilgrimage from the frozen wastes of Scandinavia to the chaotic tumult of Istanbul, with stops along the way in Europe's most diverting and historic locales. Like many of his generation, Bill Bryson backpacked across Europe in the early seventies--in search of enlightenment, beer, and women. Twenty years later he decided to retrace the journey he undertook in the halcyon days of his youth. The result is Neither Here Nor There, an affectionate and riotously funny pilgrimage from the frozen wastes of Scandinavia to the chaotic tumult of Istanbul, with stops along the way in Europe's most diverting and historic locales.",Travels in Europe
rTXB680gLl8C,Notes from a small island,"9780380727506, 0380727501",324,1997,Paperback,HarperCollins,English,Bill Bryson,,1995,"Travel literature, Non-fiction","Humor / Form / Essays, Travel / Essays & Travelogues, Travel / General, England -- Civilization -- 20th century -- Description and travel, Travel / Europe / Great Britain, Great Britain -- Description and travel",,,,"""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it.""
After nearly two decades spent on British soil, Bill Bryson-bestsellingauthor of The Mother Tongue and Made in America-decided to returnto the United States. (""I had recently read,"" Bryson writes, ""that 3.7 million Americans believed that they had been abducted by aliens at one time or another,so it was clear that my people needed me."") But before departing, he set out ona grand farewell tour of the green and kindly island that had so long been his home.
Veering from the ludicrous to the endearing and back again, Notes from a Small Island is a delightfully irreverent jaunt around the unparalleled floating nation that has produced zebra crossings, Shakespea...",Volume 1
QZJPdsV-SyAC,The Mother Tongue,,270,2001,Paperback,Perennial,English,Bill Bryson,,"June 1, 1990",,"English language -- History, Humor / Form / Essays, Language Arts & Disciplines / General",,,,"With dazzling wit and astonishing insight, Bill Bryson--the acclaimed author of The Lost Continent--brilliantly explores the remarkable history, eccentricities, resilience and sheer fun of the English language. From the first descent of the larynx into the throat (why you can talk but your dog can't), to the fine lost art of swearing, Bryson tells the fascinating, often uproarious story of an inadequate, second-rate tongue of peasants that developed into one of the world's largest growth industries.",English & how it Got that Way
XBaNEAAAQBAJ,The Return of the King,"9780345538376, 0345538374",491,"September 25, 2012",,Random House Worlds,English,John Ronald Reuel Tolkien,,"September 18, 2012","Novel, Fantasy Fiction, High fantasy","Baggins, Frodo (Fictitious character) -- Fiction, Dragons -- Juvenile fiction, Dwarfs -- Juvenile fiction, Fantasy, Fantasy fiction, Fantasy fiction, English, Hobbits (Fictitious characters) -- Fiction, Middle Earth (Imaginary place) -- Fiction, Middle Earth (Imaginary place) -- Juvenile fiction, Wizards -- Juvenile fiction, Young adult fiction",,,,"The complete four-book boxed set of the greatest fantasy epic of all time: The Lord of the Rings and its enchanting prequel, The Hobbit
When Thorin Oakenshield and his band of dwarves embark upon a dangerous quest to reclaim the hoard of gold stolen from them by the evil dragon Smaug, Gandalf the wizard suggests an unlikely accomplice: Bilbo Baggins, an unassuming Hobbit dwelling in peaceful Hobbiton.
Along the way, the company faces trolls, goblins, giant spiders, and worse. But as they journey from the wonders of Rivendell to the terrors of Mirkwood and beyond, Bilbo will find that there is more to him than anyone--himself included--ever dreamed. Unexpected qualities of courage and cunning, and a love of adventure, propel Bilbo toward his great destiny . . . a destiny that...",Being the Third Part of the Lord of the Rings
GuLZAAAAMAAJ,The Lord of the Rings,"9780618517657, 0618517650","1,157",2004,Hardcover,Houghton Mifflin,English,John Ronald Reuel Tolkien,,"July 29, 1954","Fantasy Fiction, High fantasy, Adventure fiction, Chivalric romance, Heroic fantasy",,"Prometheus Hall of Fame Award, International Fantasy Award for Fiction","Kids’ Choice Award for Favorite Book, Prometheus Hall of Fame Award, Locus Award for Best Non-Fiction, Hugo Award for Best All-Time Series","Aragorn, Gandalf, Frodo Baggins, Sauron, Gollum, more","The Fellowship of the Ring, part one of J.R.R. Tolkien's epic masterpiece, first reached these shores on October 21, 1954, arriving, as C. S. Lewis proclaimed, ""like lightning from a clear sky."" Fifty years and nearly one hundred million American readers later comes a beautiful new one-volume collector's edition befitting the stature of this crown jewel of our list. With a text fully corrected under the supervision of Christopher Tolkien to meet the author's exacting wishes, two large-format fold-out maps, a ribbon placemarker, gilded page edges, a color insert depicting Tolkien's own paintings of the Book of Mazarbul and exceptionally elegant and sturdy overall packaging housed within an attractive slipcase, this edition is the finest we've ever produced.",
JZ5UFcsMaKAC,The lord of the rings,"9780618346257, 0618346252","1,137",2003,,Houghton Mifflin,English,John Ronald Reuel Tolkien,,"July 29, 1954","Fantasy Fiction, High fantasy, Adventure fiction, Chivalric romance, Heroic fantasy",,"Prometheus Hall of Fame Award, International Fantasy Award for Fiction","Kids’ Choice Award for Favorite Book, Prometheus Hall of Fame Award, Locus Award for Best Non-Fiction, Hugo Award for Best All-Time Series","Aragorn, Gandalf, Frodo Baggins, Sauron, Gollum, more","Presents the fantasy trilogy which tells of the great quest undertaken by the hobbit Frodo and the Fellowship of the Ring, to journey across Middle-earth and cast the One Ring, filled with the power of the Dark Lord Sauron, into the Cracks of Doom.","Volume 1, Page 4"
-pnzzgEACAAJ,The Two Towers,,345,2002,,"Houghton, Mifflin",English,John Ronald Reuel Tolkien,Alan Lee,"July 29, 1954","Fantasy Fiction, High fantasy, Adventure fiction, Chivalric romance, Heroic fantasy",,"Prometheus Hall of Fame Award, International Fantasy Award for Fiction","Kids’ Choice Award for Favorite Book, Prometheus Hall of Fame Award, Locus Award for Best Non-Fiction, Hugo Award for Best All-Time Series","Aragorn, Gandalf, Frodo Baggins, Sauron, Gollum, more","Recounts the deeds of the individual members of the Fellowship of the Ring after being divided by an attack of orc-soldiers, following Frodo and his servant Samwise on their continuing quest to destroy the Ring of Power in the Mountain of Fire.",Being the Second Part of The Lord of the Rings
Wu8x5MNS1rAC,The Lord of the Rings,"9780618391004, 0618391002",218,2003,Paperback,Houghton Mifflin,English,Chris Smith,,"November 10, 2003",,"Fantasy fiction -- Handbooks, manuals, etc, Lord of the rings, the fellowship of the ring (Motion picture), Lord of the rings, the return of the king (Motion picture), Lord of the rings, the two towers (Motion picture), Middle-Earth (Imaginary place) -- Handbooks, manuals, etc, Fantasy fiction, Middle Earth (Imaginary place) -- Fiction, Middle-Earth (Imaginary place)",,,,"Lavishly illustrated with 1,000 photos, paintings, maps, sculptures and sketches, most appearing here for the first time, Weapons and Warfare is an indispensable chronicle of The Lord of the Rings' many creatures, warriors, armies and battlegrounds. From the graceful and proficient Elves to the horrendous war machines of the Dark Lord, each culture's approach to warfare is explained - how they fought, why they were fighting, what armor they wore and what weapons they used against their enemies. Now you can get as close to a marauding Orc as you could ever wish, without suffering the consequences!
Treating the filmmakers' notes, designs and props as a true archive, Weapons and Warfare describes in detail every major conflict depicted in the film trilogy - from The Last Alliance of E...","Weapons and Warfare : an Illustrated Guide to the Battles, Armies, and Armor of Middle-Earth"
7_IRAAAACAAJ,The Lord Of The Rings: The Complete Visual Companion,"9780618510825, 0618510826",224,November 2004,Trade paperback,Houghton Mifflin,English,Jude Fisher,,2004,,"Lord of the Rings films -- Pictorial works, Lord of the rings, the fellowship of the ring (Motion picture), Lord of the rings, the return of the king (Motion picture), Lord of the rings, the two towers (Motion picture), Performing Arts / Film / General, Two towers (Motion picture)",,,,"The official, fully authorized full-color guide to the characters, places, and landscapes of J.R.R. Tolkien's Middle-earth as depicted in The Lord of the Rings movie trilogy.
Fully illustrated with almost 300 color photographs, including stunning new images from the extended director's versions of The Fellowship of the Ring and The Two Towers, and exclusive ""first-look"" shots from The Return of the King, this Complete Visual Companion now tells the whole tale of The Lord of the Rings in sumptuous detail.
The many characters, creatures, and strange lands of Middle-earth encountered by the Fellowship of the Ring in their epic journey are here brought to life: from the magical Elven realms of Rivendell and Lothlorien to the abandoned Dwarven kingdom of Moria; from the wizard Saru...",
Qq9nQgAACAAJ,Agile Web Development with Rails,"9780976694007, 097669400X",558,"February 16, 2006",Paperback,Pragmatic Bookshelf,English,"David Thomas, David Heinemeier Hansson, Leon Breedt",,2005,,"Internet programming, Ruby (Computer program language) -- Handbooks, manuals, etc, Web site development -- Handbooks, manuals, etc, Web sites -- Authoring programs, Agile software development, Application software, Objektorienteret programmering, Programmering, Rails framework, Ruby (Computer program language), Web site development",,,,"Rails is a full-stack, open source web framework that enables you to create full-featured, sophisticated web-based applications, but with a twist... A full Rails application probably has less total code than the XML you'd need to configure the same application in other frameworks. With this book you'll learn how to use ""ActiveRecord"" to connect business objects and database tables. No more painful object-relational mapping. Just create your business objects and let Rails do the rest. You'll learn how to use the ""Action Pack"" framework to route incoming requests and render pages using easy-to-write templates and components. See how to exploit the Rails service frameworks to send emails, implement web services, and create dynamic, user-centric web-pages using built-in Javascript and Ajax ...",A Pragmatic Guide
EP8_zwEACAAJ,Hatchet,,195,1987,,Atheneum Books for Young Readers,,Gary Paulsen,,,,,,,,"After a plane crash, thirteen-year-old Brian spends fifty-four days in the Canadian wilderness, learning to survive with only the aid of a hatchet given him by his mother, and learning also to survive his parents' divorce.",
WO_cfDHDIYYC,A Guide for Using Hatchet in the Classroom,"9781557344496, 1557344493",48,August 1994,Paperback,Teacher Created Materials,English,Donna Ickes,,August 1994,,"Children's literature -- Study and teaching (Elementary), Language arts (Elementary), Language arts -- Correlation with content subjects, Literature -- Study and teaching (Elementary), Reading (Elementary), Survival skills -- Study and teaching (Elementary), Teaching -- Aids and devices, Unit method of teaching, Wilderness survival -- Study and teaching (Elementary), Activity programs in education, Airplane crash survival -- Fiction, Children's literature -- Study and teaching (Elementary) -- Activity programs, Children's stories -- Study and teaching, Divorce -- Fiction, Fiction -- Study and teaching, Language arts (Primary), Literature -- Study and teaching (Elementary) -- Activity programs, Literature -- Study and teaching (Middle school) -- Activity programs, Reading, Reading (Elementary) -- Activity programs, Reading (Primary), Survival -- Fiction, Survival -- Study and teaching (Elementary), Wilderness survival -- Fiction",,,,"A literature unit for use with ""Hatchet,"" featuring sample lesson plans, pre- and post-reading activities, a biographical sketch of the author, a book summary, vocabulary lists and activities, chapter study guides with quizzes and projects, book report and research ideas, and options for unit tests.",
aTaKNb1spQ8C,Guts,"9780385326506, 0385326505",148,2001,Hardcover,Delacorte Press,English,Gary Paulsen,,"January 23, 2001",,"Authors, American -- Biography -- Juvenile literature -- 20th century, Children's stories -- Juvenile literature -- Authorship, Authors, American, Authors, American -- Biography -- 20th century, Book club kit",,Dorothy Canfield Fisher Children's Book Award,,"Guess what -- Gary Paulsen was being kind to Brian. In ""Guts,"" Gary tells the real stories behind the Brian books, the stories of the adventures that inspired him to write Brian Robeson's story: working as an emergency volunteer; the death that inspired the pilot's death in ""Hatchet""; plane crashes he has seen and near-misses of his own. He describes how he made his own bows and arrows, and takes readers on his first hunting trips, showing the wonder and solace of nature along with his hilarious mishaps and mistakes. He shares special memories, such as the night he attracted every mosquito in the county, or how he met the moose with a sense of humor, and the moose who made it personal. There's a handy chapter on ""Eating Eyeballs and Guts or Starving: The Fine Art of Wilderness Nutrition."" Recipes included. Readers may wonder how Gary Paulsen survived to write all of his books -- well, it took guts.",The True Stories Behind Hatchet and the Brian Books
Jtj9PAAACAAJ,Molly Hatchet,"9781575606248, 1575606240",56,2003,Paperback,Cherry Lane Music Company,English,Molly Hatchet,,2003,,"Guitar music (Rock), Rock music -- 1971-1980",,,,"(Play It Like It Is). Molly Hatchet is one of the classic Southern Rock bands, along with Lynyrd Skynyrd. They feature a three-guitar attack that has helped define rockin' boogie music. This songbook features five killer tunes transcribed in notes and tab exactly as recorded: Beatin' the Odds * Bounty Hunter * Flirtin' with Disaster * Gator Country * Whiskey Man.","5 of the Best : [guitar, Vocal]."
JIVSPgAACAAJ,Hatchet Jobs,"9781595580276, 1595580271",228,2005,Paperback,New Press,English,Dale Peck,,2004,,American literature -- History and criticism -- 20th century,,,,"Since the initial publication of Hatchet Jobs, the groves of literary criticism have echoed with the clatter of steel on wood. From heated panels at Book Expo in Chicago to contretemps at writers' watering holes in New York, voices--even fists--have been raised.
Peck's bracing philippic proposes that contemporary literature is at a dead end. Novelists have forfeited a wider audience, succumbing to identity politicking and self-reflexive postmodernism. In the torrent of responses to this fulguration, opinions were not so much divided as cleaved in two with, for example, Carlin Romano contending that ""Peck's judgments are worse than nasty--they are hysterical"" and Benjamin Schwarz retorting that ""in his meticulous attention to diction, his savage wit, his exact and rollicking p...",Writings on Contemporary Fiction
TpEoAQAACAAJ,A Changeling for All Seasons,"9781595962805, 1595962808",304,November 2005,Paperback,"Changeling Press, LLC",English,"Angela Knight, Sahara Kelly, Judy Mays, Kate Douglas, Marteeka Karland, Shelby Morgen, Kate Hill, Lacey Savage, Willa Okati",,November 2005,"Erotic literature, Romance novel",Erotic stories,,,,"A Changeling For All Seasons Ten unforgettable Erotic Tales to warm your nights and keep you in holiday spirits all year long! Angela Knight - A Vampire Christmas Sahara Kelly - A Christmas Pageant Judy Mays - Jingle Balls Marteeka Karland - Sealed With A Kiss Kate Douglas - My Valentine Shelby Morgen - Changeling Willa Okati - Elven Enchantment Kate Hill - Jolene's Pooka Lacey Savage - Chemistry to Burn Shelby Morgen - Troll Under The Bridge Filled with the unexpected, A Changeling For All Seasons offers something to savor for every palate. From humorous to magical, from Christmas to St. Patrick's Day to the 4th of July, these stories are alight with unbridled lust, sensuous passion, and hot, hot sex, guaranteed to entangle your senses and leave you breathless. www.ChangelingPress.com A Vacation For Your Mind -- No Passport Required.",
0Ng2AAAACAAJ,Changeling,"9780670059676, 0670059676",292,"August 17, 2006",Hardcover,Viking,English,Delia Sherman,,2006,,"Changelings -- Fiction, Changelings -- Juvenile fiction, Fantasy fiction, American -- Juvenile fiction, New York (N.Y.) -- Juvenile fiction, Changelings -- Fiction -- Junior fiction",,,,"This is a contemporary tale of Faerie that combines children's literature with pop culture in a witty, clever and intriguing manner. Neef is a mortal changeling who lives in New York Between, a parallel version of our New York where fairies, elves, vampires, demons, dragons, and numerous other familiar beings exist.",
H4uMEAAAQBAJ,The Changeling Sea,"9780141312620, 0141312629",144,"April 14, 2003",Paperback,Penguin Young Readers Group,English,Patricia A. McKillip,,1988,"Fantasy, Fiction","Young Adult Fiction / Fantasy / Historical, Young Adult Fiction / Literary, Young Adult Fiction / Romance / Paranormal, Islands -- Fiction, Magic -- Fiction, Fantasy, Sea stories, Young adult fiction",,"Locus Award for Best Fantasy Novel, Mythopoeic Fantasy Award",,"World Fantasy Award winner Patricia A. McKillip tells ""an enchanting fantasy that is tinged with realism and romance."" (School Library Journal)

Since the day her father's fishing boat returned without him, Peri and her mother have mourned his loss. Her mother sinks into a deep depression and spends her days gazing out at the sea. Unable to control her anger and sadness any longer, Peri uses the small magic she knows to hex the sea. And suddenly into her drab life come the King's sons—changelings with strange ties to the underwater kingdom—a young magician, and, finally, love.

""McKillip is a master storyteller; her tale rings true as if it were being told from memory.""—Kirkus Reviews, pointer review",
